"query_id","new_id","query","answer","A","B","C","D","Z"
"79454","975","When calculating Scope 2 GHG emissions, under which circumstance would the location-based and market-based values most likely be identical, according to GRI 305: Emissions 2016?","C","When the organization has access to a residual mix that accurately reflects its energy consumption patterns.","When contractual instruments fully specify the emissions-intensity of all purchased electricity.","When the organization uses grid-average emission factors due to the unavailability of a residual mix.","When the organization's direct (Scope 1) emissions exceed its indirect (Scope 2) emissions.","Not sure"
"79455","976","Which of the following represents a necessary condition for ensuring accurate and consistent reporting of gross direct (Scope 1) GHG emissions, according to the guidelines provided in GRI 305: Emissions 2016?","D","Using only the equity share method for consolidation while ignoring operational control or financial control approaches.","Excluding all biogenic CO2 emissions from the calculation of gross direct (Scope 1) GHG emissions regardless of their source.","Providing a breakdown of emissions by type of activity as the sole means to ensure transparency and comparability over time.","Applying emission factors and GWP rates consistently across all disclosed data and using IPCC-based GWP rates over a 100-year timeframe.","Not sure"
"79456","977","Which implication can be drawn regarding the GSSB's role in developing and issuing the GRI Standards, based on the text in GRI 305: Emissions 2016?","A","The GSSB ensures multi-stakeholder expertise informs the development process, but organizations using the Standards assume full responsibility for their reports.","The GSSB holds ultimate legal responsibility for any consequences arising from the use of the GRI Standards.","The GSSB develops Standards primarily through unilateral decision-making by its board members.","The GSSB provides a warranty that reports adhering to the GRI Standards will meet all international regulatory requirements.","Not sure"
"79630","978","Which scenario aligns most accurately with the guidance on addressing significant negative environmental impacts in supplier relationships, as outlined in GRI 308: Supplier Environmental Assessment 2016?","B","An organization terminates a supplier relationship without assessing the broader environmental or operational consequences of that decision.","An organization implements capacity-building initiatives for suppliers found to have potential negative environmental impacts and revises contracts to include clear performance targets.","An organization prioritizes suppliers for environmental assessment based solely on the cost implications of their products or services.","An organization relies exclusively on third-party audits to address environmental impacts, avoiding any direct engagement with suppliers.","Not sure"
"79770","979","Which of the following best explains why the metric codes from SASB Standards are included in this guidance, as outlined in the IFRS S2 Industry-based Guidance on Implementing Climate-related Disclosures – Volume 44: Solar Technology & Project Developers?","C","To establish legally binding requirements for solar energy companies to report their sustainability metrics.","To replace the disclosure requirements in IFRS S2 with more specific guidelines tailored to the solar technology industry.","To provide a reference framework that aligns with existing standards but does not impose additional mandatory reporting obligations.","To ensure that all entities in the solar industry exclusively use SASB Standards for energy and water management disclosures.","Not sure"
"79775","980","Under which condition would an entity's disclosure of hazardous waste recycling rates be considered incomplete or non-compliant with the outlined framework, as described in the IFRS S2 Industry-based Guidance on Implementing Climate-related Disclosures – Volume 48: Containers & Packaging?","D","If the entity discloses the total weight of hazardous waste generated but omits the percentage that was reused or reclaimed.","If the entity uses the UNEP Basel Convention definitions without disclosing the specific legal or regulatory framework applied.","If the entity separately discloses the percentage of hazardous waste incinerated without including it in the recycling rate.","If the entity includes materials incinerated for energy recovery as part of its recycled hazardous waste calculations.","Not sure"
"79776","981","Which condition must be satisfied for an entity to claim renewable energy from a renewable power purchase agreement (PPA) or green power product, as outlined in the IFRS S2 Industry-based Guidance on Implementing Climate-related Disclosures – Volume 48: Containers & Packaging?","A","Renewable Energy Certificates (RECs) or Guarantees of Origin (GOs) must be explicitly included, retained, and retired or cancelled on behalf of the entity.","The entity must generate at least 50% of the renewable electricity on-site.","The renewable energy must come exclusively from sources within the entity's direct control or influence.","The entity must sell any Renewable Energy Certificates (RECs) or Guarantees of Origin (GOs) generated on-site to validate its renewable energy claims.","Not sure"
"79822","982","Which of the following scenarios would most likely result in an entity being required to provide a detailed explanation under RT-EE-510a.2 but not under RT-EE-510a.1, as outlined in the Electrical & Electronic Equipment – Sustainability Accounting Standard?","B","An entity is fined for a violation of environmental regulations after a guilty plea, leading to significant financial penalties.","An entity settles a legal case involving allegations of price-fixing without admitting guilt, resulting in monetary losses.","An entity incurs monetary losses from a lawsuit alleging bribery, which was resolved through a deferred prosecution agreement.","An entity faces monetary losses due to a settlement over patent misuse claims, with no admission of wrongdoing.","Not sure"
"79823","983","Which of the following best explains why an entity in the electrical and electronic equipment industry might implement the OECD anti-corruption guidelines, according to the implications of the Electrical & Electronic Equipment – Sustainability Accounting Standard?","C","To directly eliminate all forms of bribery and corruption within its operations as a standalone solution.","To ensure that monetary losses from legal proceedings are completely eradicated moving forward.","To mitigate risks associated with business ethics violations by aligning with internationally recognized frameworks.","To solely enhance employee awareness programmes without addressing broader systemic issues.","Not sure"
"79824","984","Which of the following best describes why an entity might prioritize strategies such as supplier diversification or investments in recycling technologies for critical materials, as discussed in the Electrical & Electronic Equipment – Sustainability Accounting Standard?","D","To comply with international energy efficiency standards like IE2, IE3, and IE4.","To ensure their products are slightly lighter than previous generations and thus qualify as improving resource efficiency.","To align exclusively with the milestones set forth in Section 5 of the European Commission’s Roadmap to a Resource Efficient Europe.","To address risks arising from geopolitical uncertainty, volatile input prices, and competition over limited material availability.","Not sure"
"79840","985","Which of the following best captures the implicit relationship between the organization’s due diligence process and its responsibility regarding suppliers, as described in GRI 407: Freedom of Association and Collective Bargaining 2016?","A","The organization is expected to conduct a due diligence process identifying risks both within its operations and across its supply chain, while taking measures to support affected rights.","The organization is only required to ensure that its own operations respect workers’ rights, with no obligation to address supplier practices.","The organization must avoid benefiting from violations but is not expected to actively identify or mitigate risks within its supply chain.","The organization’s sole responsibility is to align its policies with international agreements, without needing to assess specific operational or supplier risks.","Not sure"
"79841","986","Which of the following best describes the relationship between an entity's obligation to report backlog cancellations associated with hydrocarbon-related projects and its reporting on renewable energy projects, as described in the IFRS S2 Industry-based Guidance on Implementing Climate-related Disclosures – Volume 33: Engineering & Construction Services?","B","Backlog cancellations for hydrocarbon-related projects must be disclosed, while renewable energy project backlog is reported only when it involves geothermal or biomass energy.","An entity is required to disclose both the backlog cancellations for hydrocarbon-related projects and the total backlog associated with renewable energy projects, but the latter excludes cancellations.","The disclosure of backlog cancellations applies equally to hydrocarbon-related and renewable energy projects, provided the projects involve engineering or similar services.","Entities are not obligated to disclose backlog cancellations for renewable energy projects unless those projects are directly linked to fossil fuel-based electricity generation.","Not sure"
"79929","987","When calculating percentages for wood fibre materials sourced from forestlands certified to third-party forest management standards, how should an entity treat wood-fibre certified to multiple applicable standards, as described in the IFRS S2 Industry-based Guidance on Implementing Climate-related Disclosures – Volume 3: Building Products & Furnishings?","C","Account for the wood-fibre only once across all applicable standards.","Exclude such wood-fibre entirely from the calculations to avoid double-counting.","Include the wood-fibre in the calculations for each applicable standard.","Allocate the weight of the wood-fibre proportionally among the applicable standards.","Not sure"
"79936","988","Which of the following best explains why an incident of discrimination might be categorized as 'no longer subject to action' despite not having been fully resolved through remediation, according to GRI 406: Non-discrimination 2016?","D","The organization has decided that incidents involving external stakeholders are outside its scope of responsibility.","All incidents of discrimination are automatically closed after a specific reporting period ends.","The complainant has chosen to withdraw the case, and therefore no legal obligation remains for the organization.","The underlying circumstances leading to the incident have changed, rendering further action unnecessary.","Not sure"
"79954","989","Which of the following best explains why an entity’s process for classifying, identifying, and reporting lost time incidents might align with guidance from the International Chamber of Shipping and the IMO ISM Code, as described in the Marine Transportation – Sustainability Accounting Standard?","A","To standardize reporting procedures that could otherwise lead to increased employee turnover and worker-related expenses.","To ensure compliance with anti-bribery laws and reduce corruption risks during port operations.","To provide a framework for mitigating health and safety risks linked to hazardous weather and heavy machinery exposure.","To minimize discrepancies in incident classification that may result in underreported legal liabilities or insurance claims.","Not sure"
"79955","990","Which scenario is most likely to create ambiguity in the reporting of lost time incidents (LTIR) under the ISM Code, based on how entities might interpret or apply its guidance in the Marine Transportation – Sustainability Accounting Standard?","B","Entities consistently classify all injuries requiring medical attention as lost time incidents regardless of work absence.","Entities interpret the ISM Code’s guidance differently, leading to variations in whether an incident is classified based on the severity of injury versus actual work absence.","Entities exclude incidents resulting in absence due to fatigue or stress if no physical injury occurred.","Entities fail to include incidents occurring beyond port operations, such as those during voyages.","Not sure"
"79971","991","Which of the following represents a necessary but insufficient condition for an entity to effectively mitigate reputational damage caused by animal welfare or human rights incidents in its supply chain?","C","Maintaining certifications for all product categories across environmental and social standards.","Engaging in supplier training programs focused exclusively on fuel economy regulations and transportation costs.","Implementing supplier screening and diversification strategies as part of its risk management approach.","Identifying specific product lines that present risks without addressing broader supply chain vulnerabilities.","Not sure"
"80108","992","Which scenario best illustrates a situation where an entity in the Hardware industry fails to meet its obligations under the described approach to managing data security risks, as outlined in the Hardware – Sustainability Accounting Standard?","D","An entity identifies a vulnerability in its product design but delays corrective actions due to budget constraints, assuming the risk is low.","An entity implements robust policies and procedures to address identified vulnerabilities but does not disclose these measures to its customers.","An entity conducts regular audits of its products for vulnerabilities but lacks a clear process for determining financial consequences related to identified risks.","An entity integrates enhanced data security features into its products but neglects to assess potential vulnerabilities during the manufacturing supply chain phase.","Not sure"
"80114","993","Which scenario best illustrates a situation where an entity in the Hardware industry might face reputational risks while managing critical materials, as outlined in the Hardware – Sustainability Accounting Standard?","A","An entity identifies a material as critical but refrains from specifying it due to potential competitive harm, while still describing associated risks and mitigation strategies.","An entity avoids disclosing any information about its critical materials to prevent competitive harm.","An entity stockpiles large quantities of cobalt without diversifying suppliers, leading to increased scrutiny over environmental concerns.","An entity invests heavily in recycling technology for all its critical materials but fails to address supply chain transparency.","Not sure"
"80115","994","Which statement accurately reflects the relationship between product security vulnerabilities and an entity's approach to addressing data security risks, as described in the Hardware – Sustainability Accounting Standard?","B","An entity’s description of its approach to addressing data security risks is limited to vulnerabilities identified during the product design phase, excluding other lifecycle stages.","The entity must describe both the identification of vulnerabilities and the management of associated risks, which may include financial consequences such as remediation costs and reputational risk.","Entities are required to focus exclusively on vulnerabilities arising from the manufacturing supply chain, as this is considered the most critical stage for data security.","The entity's approach to addressing data security risks is deemed sufficient if it only outlines policies and procedures without detailing specific corrective actions or financial impacts.","Not sure"
"80148","995","Which statement accurately captures the necessary conditions for an incident to be classified as work-related and reportable under the disclosure requirements, according to the Air Freight & Logistics – Sustainability Accounting Standard?","C","An incident is work-related if it occurs in a physical location where the employee is present as part of their employment, regardless of whether the injury arises from work activities.","An incident qualifies as work-related only if it involves a new case of injury or illness that happens while the employee is traveling for leisure but still within working hours.","An incident is considered work-related if it arises during travel when the employee is engaged in activities benefiting the employer and constitutes a new case of injury or illness.","All injuries or illnesses occurring in any environment involving company-owned equipment are automatically classified as work-related, even if they stem from pre-existing conditions.","Not sure"
"80149","996","Which of the following best explains why an entity in the Air Freight & Logistics industry might choose to invest in mechanisms that filter emissions, despite the associated upfront costs, as described in the Air Freight & Logistics – Sustainability Accounting Standard?","D","To comply with customer demand for reduced greenhouse gas emissions, as N2O is explicitly highlighted as a pollutant of concern.","To exclusively target the reduction of PM10 emissions, which are defined as liquid materials with an aerodynamic diameter greater than 10 micrometres.","To modernize fleets solely due to rising fuel costs, as alternative fuels are noted to eliminate all direct air emissions.","To mitigate long-term regulatory exposure by addressing pollutants like NOx, SOx, and PM10, even though these actions may increase short-term operating costs.","Not sure"
"80150","997","Which of the following best describes why an entity in the Air Freight & Logistics industry might face increased regulatory exposure despite adopting mechanisms to filter emissions prior to release into the atmosphere, according to the Air Freight & Logistics – Sustainability Accounting Standard?","A","Because investments in filtering mechanisms do not address greenhouse gas (GHG) emissions, which remain subject to regulatory scrutiny.","Because filtering mechanisms are ineffective at reducing sulphur oxides (SOx) and nitrogen oxides (NOx) emissions.","Because the use of higher heating values (HHV) for energy consumption calculations inherently increases reported emission levels.","Because regulatory pressure may still require further reductions in particulate matter (PM10) beyond what filtering systems achieve.","Not sure"
"80151","998","Which statement accurately reflects a necessary condition for a fuel to be classified as sustainable according to the disclosure requirements in the Air Freight & Logistics – Sustainability Accounting Standard?","B","The fuel must achieve net greenhouse gas emissions reduction on a life cycle basis and be derived exclusively from non-food sources.","The fuel must avoid competition with food and water resources by utilizing marginal or unviable land while also contributing to local social and economic development.","The fuel is required to meet all three criteria: net GHG reduction, avoidance of competition with food and water, and contribution to local development, but only if it is consumed in operations outside the entity’s direct control.","The fuel must reduce sulphur oxide emissions by at least 50% compared to conventional fuels while also avoiding reliance on marginal land.","Not sure"
"80168","999","Which statement accurately captures the relationship between sustainability-related impacts and systemic risk in the insurance industry, as described in the IFRS S2 Industry-based Guidance on Implementing Climate-related Disclosures – Volume 17: Insurance?","C","Insurance entities contribute to sustainability-related impacts solely through their underwriting of non-traditional products like credit default swaps.","The potential for moral hazard created by insurance products is explicitly identified as a driver of systemic risk by regulators.","Entities engaging in non-traditional activities, such as credit default swaps, are considered more vulnerable to financial market developments and may amplify systemic risk.","Sustainability-related impacts are mitigated entirely by the regulatory oversight applied to Systemically Important Financial Institutions.","Not sure"
"80184","1000","Which scenario demonstrates the most accurate application of the GRI Standards’ requirements and guidance regarding reporting on market presence-related impacts, as outlined in GRI 202: Market Presence 2016?","D","An organization omits a required disclosure about its market presence because it determines that the information is immaterial to its stakeholders, without providing any reason for the omission in the GRI content index.","An organization avoids reporting on a specific market presence-related impact by arguing that the associated policy does not exist and therefore cannot be disclosed under any circumstances.","An organization reports all disclosures from the Topic Standard relevant to its material topics but excludes explanations or reasons for any missing items, such as non-existent committees or policies.","An organization provides a hyperlink in its standalone sustainability report to an external webpage where a required disclosure about its market presence-related impacts is published, while clearly referencing this in the GRI content index.","Not sure"
"80200","1001","Which of the following best explains why disclosing Tier 2 PSE metrics separately might be considered less critical than Tier 1 metrics under ANSI/API RP 754, as referenced in the Chemicals – Sustainability Accounting Standard?","A","Disclosure of Tier 2 PSE metrics is optional because they do not meet the threshold for mandatory reporting under ANSI/API RP 754.","Tier 2 PSEs are less severe and therefore have minimal impact on operational safety or regulatory compliance.","Tier 2 PSEs occur exclusively during transportation, which falls outside the scope of entity-owned or -operated facilities.","The severity-weighted nature of Tier 2 PSEs makes them inherently less relevant to process safety management strategies.","Not sure"
"80241","1002","Which of the following scenarios would require an entity to disclose a transport incident under the given criteria, assuming no other conditions are met, according to the Chemicals – Sustainability Accounting Standard?","B","A transport incident resulting in a release of 45 kg of dangerous goods and causing property damage valued at 48,000 Euros.","An incident involving non-dangerous goods where 1,200 kg were released but no injuries or significant property damage occurred.","A hazardous materials spill requiring emergency services intervention that lasted less than three hours with no evacuations or road closures.","A vehicle collision during transport leading to one worker's absence for exactly three days without any material release or external authority involvement.","Not sure"
"80243","1003","Which scenario would most likely result in an entity failing to comply with the disclosure requirements for GHS Category 1 and 2 Health and Environmental Hazardous Substances, as described in the Chemicals – Sustainability Accounting Standard?","C","The entity excludes revenue from products that contain substances meeting GHS Category 3 criteria but includes all Category 1 and 2 substances.","The entity conducts hazard assessments for only a subset of its products containing Category 1 and 2 substances, without disclosing this limitation.","The entity calculates the percentage of products containing hazardous substances based on unit volume rather than revenue.","The entity uses definitions from a system other than the GHS System for Classification and Labelling of Chemicals when categorizing aquatic hazards.","Not sure"
"80251","1004","Which of the following best explains why entities producing GMO-based products might face reputational risks despite the potential for market opportunities, as described in the Chemicals – Sustainability Accounting Standard?","D","Consumers universally prefer non-GMO products due to their established health benefits.","Regulatory bans and quotas on GMO products ensure that manufacturers cannot achieve significant market penetration.","GMO technology is inherently less effective than traditional agricultural methods, leading to widespread criticism.","Public perception and regulatory scrutiny over perceived health, environmental, and social impacts may lead to decreased trust in GMO-based products.","Not sure"
"80252","1005","Which scenario would require the entity to disclose efforts related to reducing long-term health risks for workers under its supervision but not formally on its payroll, as outlined in the Chemicals – Sustainability Accounting Standard?","A","An independent contractor supervised by the entity while operating machinery in a production plant.","A full-time executive employee working at the company's headquarters.","A seasonal worker employed directly by the entity and supervised in a production facility.","A part-time administrative assistant hired through a staffing agency but managed by that agency.","Not sure"
"80253","1006","Which of the following best describes a necessary condition for an injury or illness to be classified as a recordable incident under the entity’s disclosure requirements in the Chemicals – Sustainability Accounting Standard?","B","The injury or illness must result in at least one day away from work or require medical treatment beyond first aid.","The injury or illness must be diagnosed by a licensed healthcare professional, regardless of its impact on the employee's work status.","The injury or illness must occur within the establishment but does not need to involve exposure to harmful substances or heavy machinery.","The injury or illness must lead to restricted work, job transfer, or loss of consciousness, even if it is not diagnosed by a physician.","Not sure"
"80254","1007","Which statement accurately reflects the relationship between the reporting requirements for process safety incidents and transport incidents, as described in the Chemicals – Sustainability Accounting Standard?","C","Transport incidents are reported based on their revenue impact, while process safety incidents are categorized by severity ratings such as PSIC, PSTIR, and PSISR.","Process safety incidents and transport incidents both necessitate detailed descriptions, including severity ratings, root causes, outcomes, and corrective actions.","Both process safety incidents and transport incidents require disclosure of root causes, outcomes, and corrective actions, but only process safety incidents must include a severity rating.","Only transport incidents with a severity rating of 1 or 2 need to be disclosed, whereas all process safety incidents are subject to mandatory reporting.","Not sure"
"80275","1008","Which statement accurately reflects the implications of how confirmed incidents of corruption and business relationships are treated under the described framework in GRI 205: Anti-corruption 2016?","D","An organization must report all incidents of corruption, including those still under investigation, to comply with disclosure requirements.","Contracts terminated due to corruption violations are reported separately from incidents involving employee dismissals or disciplinary actions.","Public legal cases regarding corruption only include prosecutions and exclude any ongoing investigations during the reporting period.","Business partners encompass entities directly linked to an organization’s operations but exclude subsidiaries that the organization controls.","Not sure"
"80305","1009","Which statement accurately reflects the relationship between waste composition reporting and recovery operations, as described in GRI 306: Waste 2020?","A","Both hazardous and non-hazardous waste require a breakdown by composition, and each category's recovery operations must be further divided into onsite and offsite activities.","Waste composition must be reported separately for hazardous and non-hazardous waste, but recovery operations apply uniformly to both categories without distinction.","The breakdown of waste by composition is only required for hazardous waste, while recovery operations are exclusively detailed for non-hazardous waste.","Recovery operations such as recycling and preparation for reuse are optional for hazardous waste but mandatory for non-hazardous waste when reporting waste composition.","Not sure"
"80315","1010","Which of the following accurately reflects a necessary condition for an entity in the hotels and lodging industry to claim its on-site renewable electricity generation as part of its renewable energy consumption, according to the Hotels & Lodging – Sustainability Accounting Standard?","B","The entity must sell Renewable Energy Certificates (RECs) or Guarantees of Origin (GOs) associated with the generated electricity to ensure market participation.","The entity must retain, retire, or cancel the RECs or GOs linked to the generated electricity, ensuring they are not sold to other parties.","The entity is required to convert all generated electricity into gigajoules (GJ) using higher heating values (HHV) before including it in renewable energy calculations.","The entity can include any renewable electricity from the grid mix without additional certification, provided it aligns with regional renewable portfolio standards.","Not sure"
"80316","1011","Which of the following best describes the relationship between employee turnover rates and legal proceedings associated with labour law violations, as implied in the Hotels & Lodging – Sustainability Accounting Standard?","C","High voluntary turnover directly leads to increased monetary losses from labour law violations due to reduced workforce stability.","Legal proceedings resulting from labour law violations are unrelated to turnover rates but may indirectly influence operational expenses by damaging workplace morale.","Involuntary turnover is explicitly linked to monetary losses from labour law violations, while voluntary turnover is not mentioned in this context.","Both voluntary and involuntary turnover can contribute to monetary losses from labour law violations by exacerbating underlying issues such as job dissatisfaction.","Not sure"
"80347","1012","Which scenario would most likely undermine the primary purpose of third-party forest management certifications, as described in the Forestry Management – Sustainability Accounting Standard?","D","An entity uses multiple certifications for the same forestland area to demonstrate compliance with diverse environmental and social criteria.","An entity reports its total certified forestland area by including leased lands managed under sustainable practices.","An entity achieves certification under a standard endorsed by the Programme for the Endorsement of Forest Certification (PEFC) but does not disclose the percentage certified.","An entity prioritizes certification standards that focus exclusively on legal compliance and land rights, ignoring broader environmental and social criteria.","Not sure"
"80348","1013","Which inference most accurately reflects the implicit relationship between adaptation strategies and cost disclosure in the context of forestry management, as described in the Forestry Management – Sustainability Accounting Standard?","A","Cost disclosure serves to quantify the financial implications of implementing adaptation strategies, which indirectly supports compliance with external reporting standards.","Adaptation strategies are disclosed as a means to directly reduce operational costs associated with climate change.","The costs of adaptation strategies are highlighted to demonstrate their alignment with unrelated third-party reporting frameworks.","The primary purpose of disclosing costs is to advocate for the discontinuation of less effective adaptation strategies.","Not sure"
"80358","1014","Which statement accurately captures the relationship between an entity's energy consumption reporting requirements and its participation in emissions-related programs, as described in the IFRS S2 Industry-based Guidance on Implementing Climate-related Disclosures – Volume 23: Meat, Poultry & Dairy?","B","Entities must disclose total energy consumption in gigajoules, including both purchased and self-generated energy, but only if they participate in regional emissions trading schemes.","An entity’s strategies for reducing emissions are directly tied to its energy consumption metrics, yet reporting is limited to active or completed activities regardless of program involvement.","Energy consumption disclosures exclude self-generated energy unless the entity resets its base year emissions as part of a national regulation like the EU Emissions Trading Scheme.","The scope of energy consumption reporting expands to include indirect emissions when entities associate their targets with international climate agreements.","Not sure"
"80374","1015","Which interpretation of the term 'validation' in IFRS S2 aligns with its intended scope while addressing potential ambiguities across industries, as described in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","C","Validation encompasses any form of third-party assessment, including model validation in banking, as long as it relates to climate targets.","Validation pertains to internal testing of climate-related targets against jurisdictional Nationally Determined Contributions (NDCs).","Validation exclusively refers to third-party confirmation that a target is science-based, regardless of industry-specific practices.","Validation is synonymous with compliance with sectoral decarbonisation approaches like those used by the Science-based Targets Initiative (SBTi).","Not sure"
"80434","1016","Which statement best captures the rationale behind the ISSB's decision to remove the term 'significant' when referring to climate-related risks and opportunities in IFRS S2, as explained in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","D","The term was removed because it created ambiguity regarding whether entities were required to consider all possible climate-related risks and opportunities.","The term was removed to eliminate confusion between its intended meaning and the stricter legal interpretation of materiality under financial reporting standards.","The term was removed due to concerns that it imposed an undue burden on entities to conduct overly broad assessments of climate-related factors.","The term was removed to clarify that entities are only required to focus on risks and opportunities likely to affect their prospects, not an exhaustive list of all potential issues.","Not sure"
"80509","1017","Which of the following best explains why the ISSB's decision to expand the relief for misaligned reporting periods to include Scope 1 and Scope 2 emissions could introduce potential inconsistencies in greenhouse gas disclosures, as outlined in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","A","Entities may use differing measurement approaches for categorizing investees' emissions, creating variability in reported values.","Entities might prioritize data from investees' reporting periods, leading to overestimation of Scope 3 emissions.","The reliance on timely but unverified data could compromise the accuracy of Scope 1 and Scope 2 emissions measurements.","The expansion allows entities to disregard significant events occurring between reporting dates, reducing transparency.","Not sure"
"80517","1018","Which of the following most accurately reflects the relationship between an entity’s exposure to climate-related risks and opportunities and the information required by IFRS S2, as outlined in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","B","The standard requires entities to disclose only those climate-related risks and opportunities that have already materially impacted their financial performance.","IFRS S2 mandates disclosure of climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects over the short, medium, or long term.","Entities must report on how their governance processes address all conceivable climate-related risks, regardless of their likelihood or potential impact.","Disclosure is limited to direct exposures to climate-related risks and opportunities, excluding any indirect effects through third parties.","Not sure"
"80518","1019","Which of the following best explains why the ISSB clarified that an entity is not required to use a specific approach, such as the equity share or control approach, when measuring greenhouse gas emissions, as outlined in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","C","To ensure that entities can freely choose any measurement approach without disclosing their methodology.","To align the financial reporting of investments with the calculation methods permitted under the GHG Protocol Corporate Standard.","To confirm that while entities must disclose their chosen approach, they retain flexibility in how they measure emissions for comparability purposes.","To override the GHG Protocol Corporate Standard and impose stricter requirements on emission calculations.","Not sure"
"80519","1020","Which of the following best captures the rationale behind the ISSB's decision not to specify particular climate-related scenarios for entities to use in their analyses, as outlined in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","D","The ISSB believes that specifying scenarios would reduce the need for entities to develop internal skills and capabilities over time.","Entities are expected to rely exclusively on internationally agreed-upon science-based scenarios to ensure consistency across reports.","The ISSB considers annual updates to scenario analysis essential, making predefined scenarios impractical for long-term strategic planning cycles.","Specifying scenarios could lead to outdated information being disclosed, failing to reflect entities' specific circumstances or management’s view of plausibility.","Not sure"
"80520","1021","Which statement accurately reflects the reasoning behind requiring gross greenhouse gas emissions disclosure before considering removal efforts, as explained in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","A","It allows users to assess whether an entity is genuinely reducing its emissions rather than offsetting them through investments.","It ensures users can evaluate an entity’s reliance on carbon credits to achieve net-zero targets.","It highlights the role of third-party investments as the primary driver of an entity’s greenhouse gas emissions reductions.","It provides a standardized measure for comparing entities’ progress toward renewable energy adoption.","Not sure"
"80522","1022","Which statement accurately reflects the implications of an entity's decision to apply only certain aspects of IFRS S2 without asserting compliance, as described in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","B","The entity must still comply with all requirements of the GHG Protocol Corporate Standard for greenhouse gas emissions reporting.","The entity can provide limited disclosures under IFRS S2 but cannot claim compliance with the Standards, reflecting a selective approach to sustainability reporting.","The entity is prohibited from disclosing any climate-related financial information until full compliance with IFRS S2 is achieved.","The entity is exempt from the requirement to disclose comparative information in all subsequent annual reporting periods.","Not sure"
"80523","1023","Which of the following best captures the relationship between an entity's climate-related risks and opportunities as implied by the interdependencies described in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","C","Climate-related risks and opportunities are always directly proportional, meaning that mitigating one automatically enhances the other.","Climate-related risks can simultaneously present opportunities, but only if the entity already possesses the necessary infrastructure to address them.","An entity’s exposure to climate-related risks may create concurrent opportunities, particularly when shifting consumer preferences align with the entity’s strategic capabilities.","Opportunities arising from climate change are independent of risks and must be addressed through separate strategic initiatives.","Not sure"
"80524","1024","Under what circumstances might an entity deviate from using the latest IPCC GWP values without violating the IFRS S2 requirements, and how does this impact the comparability of its disclosures, as described in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","D","An entity can disregard the latest IPCC GWP values whenever jurisdictional regulations conflict, as regulatory compliance takes precedence over comparability.","Entities are required to always use the most recent IPCC GWP values regardless of jurisdictional or data constraints to maintain strict comparability across disclosures.","If updated GWP values lead to less accurate measurements for specific activities, entities may opt for alternative multipliers without any additional disclosure requirements.","An entity may use older GWP values if they are embedded in emission factors that best represent its activities, but it must disclose why updated values were not used to ensure transparency.","Not sure"
"80525","1025","Which combination of mechanisms is explicitly applied to both the identification of risks and opportunities and the measurement of Scope 3 greenhouse gas emissions, as outlined in the IFRS S2 Basis for Conclusions on Climate-related Disclosures?","A","Consideration of reasonable and supportable information without undue cost or effort and guidance, educational material, and other efforts to facilitate application.","Transition relief and consideration of skills, capabilities, and resources.","Concept of 'unable to do so' and transition relief.","Guidance, educational material, and other efforts to facilitate application and consideration of skills, capabilities, and resources.","Not sure"
"80528","1026","Which statement accurately reflects the conditions under which water obtained from a utility can be assumed to meet the definition of fresh water, as described in the IFRS S2 Industry-based Guidance on Implementing Climate-related Disclosures – Volume 39: Water Utilities & Services?","B","Only if it is explicitly classified as drinking water by local laws or regulations.","If it complies with jurisdictional drinking water regulations, regardless of local legal definitions of fresh water.","Whenever it is sourced from regions with High or Extremely High Baseline Water Stress.","If it contains less than 1,000 parts per million of dissolved solids, irrespective of compliance with drinking water regulations.","Not sure"
"80560","1027","Which of the following most accurately reflects the relationship between operational efficiencies and financial impacts as implied in the discussion on greenhouse gas emissions, as described in the IFRS S2 Industry-based Guidance on Implementing Climate-related Disclosures – Volume 8: Construction Materials?","C","Operational efficiencies primarily increase capital expenditures by requiring costly carbon sequestration technologies.","Operational efficiencies mitigate financial risks exclusively through reductions in fuel costs, irrespective of regulatory impacts.","Operational efficiencies reduce financial risks by lowering both absolute emissions and the potential cost burden from emissions regulations.","Operational efficiencies are irrelevant to financial impacts since increasing production inherently leads to higher absolute emissions.","Not sure"
"80752","1028","Which of the following best explains why an entity in the Cruise Lines industry might prioritize reducing the number of Conditions of Class or Recommendations, even if they do not directly lead to the withdrawal of a vessel’s class certificate, as outlined in the Cruise Lines – Sustainability Accounting Standard?","D","Because these conditions are legally binding and failure to address them results in immediate financial penalties.","Because port state control organizations impose additional deficiencies based solely on the existence of unresolved Conditions of Class.","Because classification societies require full compliance with all recommendations before any vessel can enter international waters.","Because addressing these conditions is crucial for maintaining consumer confidence by signaling adherence to safety standards that protect brand value and lower risk profiles.","Not sure"
